,Descriptors,Model,Train,Test,R2,RMSD,Bias,SDEP,Index
0,RDKit,RF,Acetylcholinesterase_CHEMBL220_nonNP.csv,Acetylcholinesterase_CHEMBL220_NP.csv,-0.03891743570481698,1.0934020146904584,0.2731983003527336,1.0587212354598028,1
1,RDKit,RF,Acetylcholinesterase_CHEMBL220_nonNP.csv,Acetylcholinesterase_CHEMBL220_NP.csv,-0.05758293961042926,1.103180484616454,0.281361584126984,1.066697164436162,2
2,RDKit,RF,Acetylcholinesterase_CHEMBL220_nonNP.csv,Acetylcholinesterase_CHEMBL220_NP.csv,-0.021786670409857933,1.0843499624238215,0.29291648977072327,1.044037724906979,3
0,RDKit,XGBR,Acetylcholinesterase_CHEMBL220_nonNP.csv,Acetylcholinesterase_CHEMBL220_NP.csv,-0.17759762804154144,1.1640933638041875,-0.02227992721840187,1.1638801332165143,1
1,RDKit,XGBR,Acetylcholinesterase_CHEMBL220_nonNP.csv,Acetylcholinesterase_CHEMBL220_NP.csv,-0.17759762804154144,1.1640933638041875,-0.02227992721840187,1.1638801332165143,2
2,RDKit,XGBR,Acetylcholinesterase_CHEMBL220_nonNP.csv,Acetylcholinesterase_CHEMBL220_NP.csv,-0.17759762804154144,1.1640933638041875,-0.02227992721840187,1.1638801332165143,3
0,RDKit,SVR,Acetylcholinesterase_CHEMBL220_nonNP.csv,Acetylcholinesterase_CHEMBL220_NP.csv,0.016462597479267704,1.0638607648324319,0.05056731061516025,1.0626583054053624,1
1,RDKit,SVR,Acetylcholinesterase_CHEMBL220_nonNP.csv,Acetylcholinesterase_CHEMBL220_NP.csv,0.016462597479267704,1.0638607648324319,0.05056731061516025,1.0626583054053624,2
2,RDKit,SVR,Acetylcholinesterase_CHEMBL220_nonNP.csv,Acetylcholinesterase_CHEMBL220_NP.csv,0.016462597479267704,1.0638607648324319,0.05056731061516025,1.0626583054053624,3
0,Morgan,RF,Acetylcholinesterase_CHEMBL220_nonNP.csv,Acetylcholinesterase_CHEMBL220_NP.csv,-0.07837323284896325,1.1139710436284007,0.2201538933671267,1.0919998852004722,1
1,Morgan,RF,Acetylcholinesterase_CHEMBL220_nonNP.csv,Acetylcholinesterase_CHEMBL220_NP.csv,-0.10774274566778996,1.129038651053935,0.23100259453262817,1.105154322659457,2
2,Morgan,RF,Acetylcholinesterase_CHEMBL220_nonNP.csv,Acetylcholinesterase_CHEMBL220_NP.csv,-0.0724374571171067,1.1109009532635006,0.20966312028218706,1.0909364344247066,3
0,Morgan,XGBR,Acetylcholinesterase_CHEMBL220_nonNP.csv,Acetylcholinesterase_CHEMBL220_NP.csv,-0.1402031315758303,1.1454614217197745,0.14433079797250256,1.1363320330805198,1
1,Morgan,XGBR,Acetylcholinesterase_CHEMBL220_nonNP.csv,Acetylcholinesterase_CHEMBL220_NP.csv,-0.1402031315758303,1.1454614217197745,0.14433079797250256,1.1363320330805198,2
2,Morgan,XGBR,Acetylcholinesterase_CHEMBL220_nonNP.csv,Acetylcholinesterase_CHEMBL220_NP.csv,-0.1402031315758303,1.1454614217197745,0.14433079797250256,1.1363320330805198,3
0,Morgan,SVR,Acetylcholinesterase_CHEMBL220_nonNP.csv,Acetylcholinesterase_CHEMBL220_NP.csv,-0.07952913438686937,1.114567913030645,0.2961408097401435,1.0745055856364543,1
1,Morgan,SVR,Acetylcholinesterase_CHEMBL220_nonNP.csv,Acetylcholinesterase_CHEMBL220_NP.csv,-0.07952913438686937,1.114567913030645,0.2961408097401435,1.0745055856364543,2
2,Morgan,SVR,Acetylcholinesterase_CHEMBL220_nonNP.csv,Acetylcholinesterase_CHEMBL220_NP.csv,-0.07952913438686937,1.114567913030645,0.2961408097401435,1.0745055856364543,3
0,Both,RF,Acetylcholinesterase_CHEMBL220_nonNP.csv,Acetylcholinesterase_CHEMBL220_NP.csv,-0.08258281737926576,1.116143198707765,0.2448203904761907,1.0889621740118833,1
1,Both,RF,Acetylcholinesterase_CHEMBL220_nonNP.csv,Acetylcholinesterase_CHEMBL220_NP.csv,-0.09064940654293951,1.1202938091377352,0.2686171948853617,1.0876134521990137,2
2,Both,RF,Acetylcholinesterase_CHEMBL220_nonNP.csv,Acetylcholinesterase_CHEMBL220_NP.csv,-0.05533342199733271,1.1020066074342887,0.2626087530864199,1.070259410438061,3
0,Both,XGBR,Acetylcholinesterase_CHEMBL220_nonNP.csv,Acetylcholinesterase_CHEMBL220_NP.csv,-0.1236080214772306,1.1370950469993184,0.12639030640213578,1.1300489530803328,1
1,Both,XGBR,Acetylcholinesterase_CHEMBL220_nonNP.csv,Acetylcholinesterase_CHEMBL220_NP.csv,-0.1236080214772306,1.1370950469993184,0.12639030640213578,1.1300489530803328,2
2,Both,XGBR,Acetylcholinesterase_CHEMBL220_nonNP.csv,Acetylcholinesterase_CHEMBL220_NP.csv,-0.1236080214772306,1.1370950469993184,0.12639030640213578,1.1300489530803328,3
0,Both,SVR,Acetylcholinesterase_CHEMBL220_nonNP.csv,Acetylcholinesterase_CHEMBL220_NP.csv,-0.005231474589038498,1.07552965992797,0.1941086288205341,1.0578685597002053,1
1,Both,SVR,Acetylcholinesterase_CHEMBL220_nonNP.csv,Acetylcholinesterase_CHEMBL220_NP.csv,-0.005231474589038498,1.07552965992797,0.1941086288205341,1.0578685597002053,2
2,Both,SVR,Acetylcholinesterase_CHEMBL220_nonNP.csv,Acetylcholinesterase_CHEMBL220_NP.csv,-0.005231474589038498,1.07552965992797,0.1941086288205341,1.0578685597002053,3
0,RDKit,RF,Acetylcholinesterase_CHEMBL220_NP.csv,Acetylcholinesterase_CHEMBL220_nonNP.csv,-0.25178740671776856,1.4611872360888079,-0.6201077710126863,1.3230776588086308,1
1,RDKit,RF,Acetylcholinesterase_CHEMBL220_NP.csv,Acetylcholinesterase_CHEMBL220_nonNP.csv,-0.2935359848634249,1.4853535489605376,-0.6549146490882852,1.3331773954801485,2
2,RDKit,RF,Acetylcholinesterase_CHEMBL220_NP.csv,Acetylcholinesterase_CHEMBL220_nonNP.csv,-0.2761790965875581,1.4753545288704217,-0.6235294607722836,1.337117047011027,3
0,RDKit,XGBR,Acetylcholinesterase_CHEMBL220_NP.csv,Acetylcholinesterase_CHEMBL220_nonNP.csv,-0.2696304013493225,1.471564279617952,-0.6147998653809332,1.336982630618322,1
1,RDKit,XGBR,Acetylcholinesterase_CHEMBL220_NP.csv,Acetylcholinesterase_CHEMBL220_nonNP.csv,-0.2696304013493225,1.471564279617952,-0.6147998653809332,1.336982630618322,2
2,RDKit,XGBR,Acetylcholinesterase_CHEMBL220_NP.csv,Acetylcholinesterase_CHEMBL220_nonNP.csv,-0.2696304013493225,1.471564279617952,-0.6147998653809332,1.336982630618322,3
0,RDKit,SVR,Acetylcholinesterase_CHEMBL220_NP.csv,Acetylcholinesterase_CHEMBL220_nonNP.csv,-0.4010370739828846,1.5458430388944837,-0.8200854601028443,1.3103780137908447,1
1,RDKit,SVR,Acetylcholinesterase_CHEMBL220_NP.csv,Acetylcholinesterase_CHEMBL220_nonNP.csv,-0.4010370739828846,1.5458430388944837,-0.8200854601028443,1.3103780137908447,2
2,RDKit,SVR,Acetylcholinesterase_CHEMBL220_NP.csv,Acetylcholinesterase_CHEMBL220_nonNP.csv,-0.4010370739828846,1.5458430388944837,-0.8200854601028443,1.3103780137908447,3
0,Morgan,RF,Acetylcholinesterase_CHEMBL220_NP.csv,Acetylcholinesterase_CHEMBL220_nonNP.csv,-0.24120001439309946,1.4549948856648665,-0.613608743787077,1.3192779945329804,1
1,Morgan,RF,Acetylcholinesterase_CHEMBL220_NP.csv,Acetylcholinesterase_CHEMBL220_nonNP.csv,-0.17114124840747258,1.413335343279251,-0.5745009811100965,1.291303765682504,2
2,Morgan,RF,Acetylcholinesterase_CHEMBL220_NP.csv,Acetylcholinesterase_CHEMBL220_nonNP.csv,-0.22636119067411564,1.4462713396766584,-0.6214763242074128,1.30593566702949,3
0,Morgan,XGBR,Acetylcholinesterase_CHEMBL220_NP.csv,Acetylcholinesterase_CHEMBL220_nonNP.csv,-0.4161333937319607,1.5541490338726465,-0.692588642251642,1.3912944304176982,1
1,Morgan,XGBR,Acetylcholinesterase_CHEMBL220_NP.csv,Acetylcholinesterase_CHEMBL220_nonNP.csv,-0.4161333937319607,1.5541490338726465,-0.692588642251642,1.3912944304176982,2
2,Morgan,XGBR,Acetylcholinesterase_CHEMBL220_NP.csv,Acetylcholinesterase_CHEMBL220_nonNP.csv,-0.4161333937319607,1.5541490338726465,-0.692588642251642,1.3912944304176982,3
0,Morgan,SVR,Acetylcholinesterase_CHEMBL220_NP.csv,Acetylcholinesterase_CHEMBL220_nonNP.csv,-0.6061115094471508,1.655115965377265,-1.0156131917586788,1.3068812890130708,1
1,Morgan,SVR,Acetylcholinesterase_CHEMBL220_NP.csv,Acetylcholinesterase_CHEMBL220_nonNP.csv,-0.6061115094471508,1.655115965377265,-1.0156131917586788,1.3068812890130708,2
2,Morgan,SVR,Acetylcholinesterase_CHEMBL220_NP.csv,Acetylcholinesterase_CHEMBL220_nonNP.csv,-0.6061115094471508,1.655115965377265,-1.0156131917586788,1.3068812890130708,3
0,Both,RF,Acetylcholinesterase_CHEMBL220_NP.csv,Acetylcholinesterase_CHEMBL220_nonNP.csv,-0.2674965444541979,1.4703271368718411,-0.6465979042449107,1.3205199883560397,1
1,Both,RF,Acetylcholinesterase_CHEMBL220_NP.csv,Acetylcholinesterase_CHEMBL220_nonNP.csv,-0.28044963019702096,1.4778209886984413,-0.6413126399400547,1.3314176551671364,2
2,Both,RF,Acetylcholinesterase_CHEMBL220_NP.csv,Acetylcholinesterase_CHEMBL220_nonNP.csv,-0.2804479737907002,1.4778200328338915,-0.63929709228665,1.332385558777563,3
0,Both,XGBR,Acetylcholinesterase_CHEMBL220_NP.csv,Acetylcholinesterase_CHEMBL220_nonNP.csv,-0.35191842366531323,1.5185035937621445,-0.7080418196189977,1.3433279368565096,1
1,Both,XGBR,Acetylcholinesterase_CHEMBL220_NP.csv,Acetylcholinesterase_CHEMBL220_nonNP.csv,-0.35191842366531323,1.5185035937621445,-0.7080418196189977,1.3433279368565096,2
2,Both,XGBR,Acetylcholinesterase_CHEMBL220_NP.csv,Acetylcholinesterase_CHEMBL220_nonNP.csv,-0.35191842366531323,1.5185035937621445,-0.7080418196189977,1.3433279368565096,3
0,Both,SVR,Acetylcholinesterase_CHEMBL220_NP.csv,Acetylcholinesterase_CHEMBL220_nonNP.csv,-0.5899076514427639,1.6467456712325534,-0.9993432858480852,1.308848464396664,1
1,Both,SVR,Acetylcholinesterase_CHEMBL220_NP.csv,Acetylcholinesterase_CHEMBL220_nonNP.csv,-0.5899076514427639,1.6467456712325534,-0.9993432858480852,1.308848464396664,2
2,Both,SVR,Acetylcholinesterase_CHEMBL220_NP.csv,Acetylcholinesterase_CHEMBL220_nonNP.csv,-0.5899076514427639,1.6467456712325534,-0.9993432858480852,1.308848464396664,3
